frame,WT_cPRC,WT_cPRC,WT_cPRC,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,WT_INRGWa,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_cPRC,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa,NOS23_INRGWa
138,1.207422,1.139125,1.238097,1.120701,1.080512,1.619589,1.277201,0.973166,1.176984,0.971432,1.050631,0.888972,0.688,0.512729,0.527207,0.44964,0.600453,0.467298,0.550848,0.693823,0.650551,0.488506,1.122536,0.901361,0.712921,0.768184,0.861141,0.63882,0.698472,0.491218,0.601202,0.795293,0.732836,1.002971,0.879709,0.97713,1.011857,0.947344,0.90546,1.06971,0.997049,1.075264,1.035266,0.895667,0.875751,0.939892,0.957778,0.969474,1.013984,0.885863,1.003061,0.970219,0.888354,0.948644,1.053689
139,1.200904,1.122083,1.211313,1.113591,1.075136,1.542157,1.334501,0.961888,1.204023,0.983992,1.049301,0.879706,0.688795,0.514364,0.526217,0.447761,0.597926,0.46243,0.552307,0.678004,0.65322,0.485774,1.135521,0.896289,0.713389,0.766021,0.864454,0.641192,0.694416,0.495086,0.602784,0.79919,0.734019,0.978672,0.867408,0.985273,1.018938,0.944866,0.883684,1.08474,1.018396,1.097771,1.071796,0.897083,0.902318,0.94374,0.950723,0.967356,1.006686,0.883825,0.995084,0.977745,0.875756,0.980379,1.074672
140,1.207928,1.114005,1.199436,1.114127,1.057365,1.563713,1.333031,0.918048,1.182212,0.989892,1.05861,0.891569,0.686122,0.518524,0.519208,0.447729,0.602888,0.462033,0.553115,0.697628,0.647963,0.488116,1.137863,0.892116,0.716526,0.763247,0.859161,0.643515,0.692479,0.484436,0.617413,0.795426,0.734171,1.016113,0.873078,0.981093,1.018085,0.958295,0.912477,1.118428,1.006099,1.090964,1.069436,0.883659,0.854807,0.941388,0.970952,0.974517,1.024112,0.8793,1.006056,0.964823,0.940325,0.985403,1.088257
141,1.208217,1.123778,1.186892,1.109074,1.049665,1.631088,1.288315,0.969144,1.166428,0.989328,1.04898,0.901465,0.687543,0.514991,0.520862,0.449301,0.604072,0.460512,0.551897,0.690855,0.655766,0.487882,1.13157,0.881653,0.710558,0.763905,0.864277,0.640635,0.680127,0.49082,0.607709,0.801385,0.736371,1.02784,0.879261,0.983339,0.99919,0.943399,0.916396,1.137252,1.020462,1.086325,1.067203,0.895894,0.872961,0.953926,0.952127,0.96897,1.019517,0.876319,1.040961,0.966427,0.937856,0.97116,1.076393
142,1.209061,1.114212,1.176771,1.090068,1.058505,1.58771,1.258995,0.971206,1.158303,0.987766,1.044944,0.905858,0.691028,0.513466,0.519709,0.447055,0.604884,0.45907,0.552102,0.694093,0.649888,0.487733,1.135521,0.876741,0.713858,0.750458,0.856697,0.64221,0.677496,0.48984,0.600108,0.800496,0.728876,1.061493,0.864396,0.991794,0.897691,0.948735,0.908653,1.139921,1.026857,1.078585,1.048412,0.887567,0.913476,0.938341,0.946512,0.981005,1.015349,0.880844,0.994391,0.963948,0.926109,0.995095,1.065228
143,1.194536,1.098832,1.186155,1.121238,1.100515,1.599898,1.224572,0.964408,1.166994,1.009501,1.052373,0.900883,0.682891,0.515033,0.522527,0.446225,0.609072,0.46075,0.551041,0.688575,0.64071,0.491323,1.120108,0.876581,0.713593,0.759956,0.861566,0.639425,0.671174,0.485257,0.603742,0.803598,0.733245,1.045679,0.874808,0.985024,0.82821,0.959383,0.898023,1.136168,1.010379,1.064861,1.074619,0.902294,0.897124,0.94797,0.957095,0.977811,1.033658,0.885369,1.018816,0.951523,0.92364,0.971633,1.06332
144,1.189478,1.081155,1.181767,1.184652,1.2039,1.577543,1.210517,0.948548,1.14202,1.005119,1.041642,0.904995,0.681021,0.516482,0.520122,0.45043,0.604949,0.457932,0.552078,0.697418,0.635789,0.484646,1.118732,0.873219,0.702736,0.763012,0.852712,0.641287,0.667592,0.487429,0.594309,0.792702,0.730196,1.001479,0.872277,0.981498,0.845214,0.955792,0.908538,1.154096,1.021446,1.052619,1.056375,0.923025,0.87,0.928346,0.944784,0.982115,1.027726,0.893948,1.011553,0.965582,0.915595,0.99149,1.049223
145,1.18156,1.074813,1.180538,1.217745,1.23534,1.601363,1.199965,0.933832,1.131631,1.024034,1.040266,0.901534,0.673789,0.515601,0.522321,0.444975,0.602822,0.46448,0.552825,0.692885,0.631664,0.488364,1.107139,0.871452,0.698764,0.746909,0.858029,0.644056,0.676911,0.486264,0.595902,0.795369,0.729073,1.009068,0.865454,0.989205,0.931458,0.955716,0.887623,1.165729,1.01997,1.059234,1.079843,0.927046,0.905794,0.965173,0.946512,0.972533,1.05208,0.894077,1.032603,0.964765,0.926577,0.985285,1.048106
146,1.176125,1.05802,1.189794,1.206789,1.212603,1.56813,1.180808,0.957484,1.127468,1.029327,1.056501,0.913246,0.666278,0.515449,0.519807,0.446154,0.601908,0.461782,0.555381,0.702619,0.630258,0.488095,1.100011,0.864293,0.702593,0.75643,0.852311,0.643038,0.67344,0.488357,0.591518,0.787688,0.719377,1.012675,0.871508,0.988768,0.966418,0.963961,0.914063,1.143757,1.028087,1.060935,1.068046,0.940527,0.893691,0.915984,0.946224,0.974382,1.053758,0.875847,1.03133,0.971619,0.934707,0.978134,1.037034
147,1.151893,1.052166,1.208598,1.180046,1.195835,1.575567,1.168051,0.930548,1.134161,1.025032,1.061316,0.911793,0.660543,0.51189,0.516879,0.44543,0.600845,0.460049,0.55432,0.703078,0.623473,0.487477,1.080263,0.851048,0.696991,0.760591,0.85784,0.636035,0.664011,0.492145,0.581127,0.785172,0.716282,1.005098,0.856516,0.983745,0.977465,0.958649,0.898769,1.153742,1.058928,1.063653,1.0707,0.943189,0.886695,0.944556,0.952379,0.978148,1.049206,0.857017,1.038615,0.955169,0.904188,0.988239,1.040476
148,1.134406,1.049735,1.217292,1.182103,1.20062,1.526284,1.157931,0.924082,1.18371,1.025206,1.054483,0.911149,0.650933,0.506028,0.509892,0.440471,0.593934,0.460419,0.548291,0.698477,0.617483,0.491167,1.078253,0.854135,0.696788,0.752974,0.861165,0.646746,0.664267,0.490397,0.588842,0.780159,0.727176,0.982888,0.86398,0.992918,0.976683,0.958017,0.903548,1.155618,1.059666,1.067249,1.088144,0.944548,0.899528,0.929148,0.94428,0.982148,1.039291,0.884533,1.014436,0.958144,0.927641,0.983393,1.056202
149,1.110551,1.06322,1.210295,1.157864,1.158154,1.466967,1.121346,0.939815,1.336586,1.103186,1.046136,0.905666,0.654435,0.502326,0.506334,0.438163,0.595594,0.459996,0.547701,0.696434,0.614417,0.495395,1.075502,0.849831,0.692999,0.75422,0.856873,0.651998,0.664559,0.48123,0.585021,0.782543,0.729573,0.962144,0.865966,0.995351,0.970513,0.963227,0.919474,1.131061,1.035465,1.073562,1.081908,0.927726,0.886309,0.878859,0.940105,0.983997,1.018436,0.8793,1.028715,0.957735,0.903592,0.98889,1.065228
150,1.091475,1.055002,1.207299,1.1457,1.155921,1.485704,1.207706,0.992464,1.442676,1.140301,1.048888,0.906194,0.662192,0.497166,0.511884,0.437038,0.597245,0.460472,0.553705,0.692777,0.610912,0.496552,1.074179,0.852237,0.694486,0.748155,0.851332,0.647494,0.656702,0.486767,0.584053,0.789051,0.730332,0.971563,0.86398,0.980281,0.967598,0.94828,0.905995,1.116406,1.037777,1.063461,1.056585,0.928632,0.909227,0.890717,0.947556,0.983863,1.027911,0.893111,1.004358,0.958727,0.90006,0.993913,1.065228
151,1.071376,1.038986,1.199307,1.136577,1.128537,1.437753,1.193435,0.99142,1.453098,1.145789,1.036643,0.907955,0.669255,0.495633,0.505616,0.433565,0.598112,0.46026,0.551173,0.69617,0.611228,0.50078,1.06773,0.846846,0.694404,0.764258,0.846805,0.64673,0.662074,0.488622,0.595787,0.788048,0.732138,0.988752,0.876762,0.975352,0.976584,0.957613,0.918212,1.116052,1.039056,1.070158,1.08966,0.940867,0.87721,0.928781,0.960946,0.984636,1.030741,0.911598,1.044089,0.962256,0.905508,0.966905,1.026054
152,1.050532,1.046899,1.185453,1.163096,1.181802,1.398526,1.197371,0.96558,1.440778,1.170669,1.035817,0.897936,0.665778,0.495904,0.505909,0.436708,0.599511,0.458845,0.550727,0.696211,0.604933,0.499447,1.063309,0.843006,0.68923,0.746956,0.848161,0.644327,0.663865,0.493337,0.59611,0.78434,0.730985,0.99568,0.864557,0.980531,0.990346,0.964643,0.920334,1.122556,1.063404,1.060414,1.066824,0.943982,0.886352,0.950268,0.938125,0.979593,1.021395,0.876555,1.025453,0.976111,0.920107,0.962,1.015539
153,1.032141,1.050032,1.17979,1.168284,1.171367,1.348577,1.220853,1.013544,1.407013,1.191102,1.02504,0.901698,0.671217,0.490406,0.504963,0.438462,0.601563,0.459692,0.550281,0.70664,0.600287,0.500412,1.053935,0.841847,0.686215,0.754925,0.847229,0.65133,0.663792,0.489178,0.583844,0.787688,0.732927,1.006694,0.870451,0.974478,0.989906,0.968842,0.90525,1.129664,1.02179,1.080918,1.088017,0.944322,0.883305,0.918473,0.951623,0.98003,1.047826,0.877863,1.043955,0.989354,0.912063,0.970687,1.047874
154,1.020278,1.046237,1.16638,1.161308,1.169226,1.30289,1.181586,1.042287,1.366821,1.214876,1.044485,0.903699,0.671717,0.487483,0.501284,0.439252,0.602524,0.454281,0.550739,0.710195,0.597272,0.500284,1.055223,0.825066,0.690575,0.742936,0.84341,0.650582,0.662659,0.487218,0.58549,0.786591,0.731409,0.991827,0.850365,0.969112,0.992621,0.977516,0.925955,1.113467,1.048155,1.083635,1.021909,0.945001,0.893219,0.922444,0.947412,0.994621,1.039078,0.868705,1.028916,0.994808,0.95003,0.968205,1.03922
155,1.00469,1.040366,1.155357,1.154421,1.147492,1.294122,1.180419,1.03689,1.350038,1.21557,1.040587,0.909017,0.662437,0.482035,0.501252,0.439632,0.604305,0.454135,0.54219,0.715963,0.609894,0.500773,1.052569,0.822835,0.682773,0.743688,0.841995,0.652062,0.655314,0.489628,0.583178,0.788048,0.736872,0.985963,0.866383,0.9649,1.021212,0.975291,0.909494,1.112049,1.040974,1.064696,1.014241,0.961427,0.898841,0.94151,0.947232,0.981375,1.045821,0.901947,1.004067,1.010296,0.94539,0.968973,1.046525
156,0.991098,1.050677,1.134576,1.12808,1.13724,1.310838,1.195208,1.021207,1.33915,1.22262,1.045632,0.90666,0.661439,0.480002,0.50419,0.436288,0.607589,0.453765,0.545699,0.714593,0.603843,0.501036,1.033961,0.817531,0.684545,0.741149,0.836501,0.652301,0.651696,0.49188,0.589311,0.784113,0.733427,1.014699,0.86177,0.979096,1.025833,0.969373,0.908443,1.123494,1.056665,1.049435,0.998062,0.954914,0.910944,0.952308,0.945504,0.978887,1.022846,0.895749,1.023665,1.023714,0.943432,0.95479,1.042617
157,0.966627,1.051223,1.124103,1.104468,1.122112,1.302291,1.185695,1.063087,1.310113,1.181731,1.052098,0.902644,0.654672,0.476969,0.501513,0.43973,0.605182,0.452006,0.543782,0.712772,0.599279,0.498872,1.039931,0.801649,0.683465,0.733156,0.840792,0.649245,0.645958,0.486529,0.593018,0.788615,0.729027,0.985898,0.882528,0.965336,0.998948,0.972458,0.923833,1.117699,1.051353,1.038181,1.041207,0.937298,0.887597,0.939647,0.95803,0.988603,1.04942,0.902526,1.005028,1.048215,0.93377,0.964541,1.033172
158,0.959275,1.035819,1.108868,1.107106,1.118877,1.369223,1.1959,1.016497,1.276314,1.197913,1.033341,0.902815,0.655535,0.472979,0.498933,0.438489,0.602916,0.450934,0.539308,0.706586,0.600919,0.502604,1.045127,0.805083,0.682589,0.728243,0.839436,0.64942,0.651769,0.49143,0.594194,0.773406,0.736159,0.999766,0.866927,0.982902,0.996218,0.968437,0.912572,1.124161,1.028234,1.033926,1.034465,0.926706,0.882961,0.948024,0.962242,0.997176,1.049576,0.900875,1.002413,1.047807,0.929344,0.953549,1.013957
159,0.954824,1.033818,1.092428,1.097402,1.113683,1.484638,1.284034,1.031111,1.267224,1.173163,1.043018,0.906845,0.657413,0.468616,0.496224,0.438395,0.598765,0.452614,0.532954,0.712327,0.597343,0.500227,1.032943,0.806605,0.681734,0.728266,0.838623,0.651091,0.651147,0.488701,0.582335,0.774635,0.731349,1.022807,0.860392,0.982309,1.005502,0.977112,0.902592,1.122848,1.059469,1.036699,1.030505,0.913226,0.890815,0.965295,0.965193,0.981913,1.012888,0.899202,1.001274,1.040865,0.937261,0.942852,1.040988
160,0.943597,1.025748,1.072337,1.139081,1.188727,1.482618,1.324425,0.994068,1.263361,1.172469,1.036001,0.900602,0.656753,0.465227,0.493579,0.436244,0.595081,0.450365,0.534039,0.710087,0.596528,0.495417,1.035319,0.805547,0.686277,0.728219,0.841488,0.653399,0.650124,0.48931,0.58954,0.771646,0.728344,1.019901,0.87154,0.968581,1.015881,0.977213,0.91523,1.129977,1.049975,1.058877,1.04049,0.900142,0.919142,0.94952,0.945108,0.987628,1.007113,0.933045,1.009832,1.054486,0.943007,0.919449,1.03922
161,0.937437,1.006673,1.058506,1.197308,1.281405,1.416574,1.391541,0.973905,1.269954,1.152057,1.046182,0.911813,0.65293,0.461643,0.491936,0.435083,0.592936,0.450802,0.529505,0.708664,0.592759,0.499142,1.035179,0.798852,0.682141,0.726292,0.839955,0.652316,0.645849,0.487085,0.585146,0.77403,0.727419,1.008004,0.880606,0.976974,1.027866,0.971927,0.918843,1.1202,1.05573,1.061237,1.046726,0.904446,0.893948,0.938845,0.943057,1,1.048936,0.891567,1.017497,1.060086,0.91866,0.956977,1.056109
162,0.92003,0.975319,1.05124,1.274317,1.395726,1.435999,1.468431,0.95061,1.244547,1.152253,1.03224,0.911176,0.647457,0.459652,0.489259,0.440337,0.598718,0.449333,0.536824,0.714215,0.592606,0.501859,1.040001,0.798041,0.687682,0.733838,0.840474,0.651537,0.648845,0.488118,0.593767,0.779667,0.728405,1.035897,0.880542,0.966928,1.04534,0.963986,0.94731,1.124244,1.059469,1.062884,1.015295,0.917077,0.87309,0.948772,0.935822,0.996806,1.061099,0.902655,1.011844,1.042469,0.92679,0.964541,1.065693
163,0.923448,0.988912,1.058471,1.305085,1.44325,1.383164,1.556305,0.957636,1.227731,1.11759,1.027654,0.913972,0.647212,0.462042,0.496539,0.441931,0.594102,0.449862,0.529602,0.69586,0.594807,0.502036,1.052882,0.799809,0.678149,0.734073,0.835593,0.648576,0.650453,0.488754,0.587468,0.779176,0.721122,1.009419,0.901973,0.962466,1.036567,0.970486,0.914388,1.123786,1.067044,1.071448,1.013862,0.917814,0.891416,0.943564,0.936074,0.987225,1.052421,0.906237,1.022391,1.052911,0.920959,0.93186,1.058574
164,0.920149,1.00936,1.070757,1.29547,1.427484,1.371021,1.600718,0.998345,1.19017,1.124249,1.044485,0.920154,0.642229,0.464481,0.492524,0.4451,0.593551,0.44473,0.527118,0.700252,0.596936,0.50364,1.042734,0.799722,0.679738,0.736588,0.844954,0.6502,0.641025,0.492225,0.594673,0.781824,0.723853,1.006811,0.890889,0.960656,1.055505,0.979894,0.917352,1.133521,1.041417,1.079545,1.052035,0.920363,0.884979,0.949574,0.94698,0.991024,1.063019,0.910633,1.024715,1.04979,0.941645,0.939424,1.063692
165,0.912568,1.00893,1.082154,1.242207,1.361416,1.359854,1.591593,0.982535,1.169225,1.121256,1.045815,0.918783,0.641341,0.459915,0.485929,0.447529,0.595715,0.444994,0.52332,0.693728,0.583,0.504456,1.043918,0.797258,0.670693,0.735601,0.848727,0.643818,0.643473,0.489681,0.595704,0.775638,0.719271,0.97347,0.879068,0.972981,1.054936,0.972484,0.913012,1.138628,1.065568,1.056489,1.034592,0.911866,0.898541,0.94374,0.939781,0.995461,1.02636,0.943403,1.006905,1.042935,0.923427,0.95284,1.090025
166,0.90461,0.994072,1.097881,1.21703,1.319132,1.349376,1.605821,0.959088,1.171856,1.093534,1.036368,0.909216,0.639184,0.457518,0.49088,0.449417,0.600024,0.441211,0.517423,0.680311,0.587564,0.502348,1.045023,0.801562,0.675582,0.731135,0.848939,0.643181,0.640952,0.485072,0.591258,0.780008,0.716798,1.017241,0.882913,0.963277,1.068585,0.975771,0.895901,1.141046,1.084407,1.050725,1.036488,0.926763,0.896094,0.930209,0.945828,0.990856,1.022363,0.914451,1.025318,1.031414,0.908658,0.927664,1.0415
167,0.896195,0.99384,1.08357,1.206207,1.268283,1.279536,1.572306,0.922809,1.18098,1.084055,1.057235,0.894934,0.642847,0.454552,0.489465,0.447819,0.600873,0.435999,0.509948,0.678456,0.585587,0.506222,1.050663,0.809068,0.674869,0.729395,0.845944,0.644804,0.632218,0.494609,0.591497,0.792512,0.723049,1.033652,0.878139,0.969642,1.080016,0.963101,0.927236,1.114363,1.087014,1.052811,1.042976,0.904956,0.872275,0.932195,0.930423,1.009346,1.029632,0.909689,1.032402,1.036139,0.964416,0.934165,1.064855
168,0.882484,1.009633,1.082517,1.195921,1.21716,1.292013,1.559073,0.979938,1.180247,1.08592,1.060766,0.891391,0.637628,0.452121,0.49014,0.445654,0.605201,0.435747,0.504847,0.679434,0.585027,0.508315,1.056633,0.809242,0.679208,0.736518,0.853655,0.64724,0.634776,0.49347,0.590748,0.784643,0.725446,0.993254,0.874167,0.965586,1.066225,0.972003,0.896226,1.107046,1.097688,1.058163,1.04719,0.915435,0.875021,0.911143,0.951083,1.005211,1.02848,0.893476,1.038078,1.028526,0.952796,0.916672,1.036289
169,0.881649,1.033843,1.07284,1.192746,1.17761,1.332482,1.612654,1.000687,1.159568,1.069131,1.070397,0.877849,0.635479,0.456696,0.483208,0.450662,0.602169,0.436581,0.502399,0.665632,0.583417,0.503548,1.05169,0.797664,0.683017,0.729889,0.846605,0.641987,0.629111,0.486264,0.593143,0.784302,0.733579,1.081692,0.875481,0.961031,1.082859,0.976606,0.903759,1.10444,1.097049,1.063378,1.025912,0.919343,0.867554,0.967648,0.946008,1.01096,1.028878,0.921592,1.04105,1.017384,0.931089,0.923113,1.047734
170,0.879434,1.046791,1.072279,1.156433,1.129266,1.310372,1.637692,1.023957,1.169292,1.056637,1.049622,0.869447,0.634084,0.465481,0.484938,0.453809,0.600369,0.435297,0.50293,0.66545,0.580015,0.502994,1.043944,0.794679,0.677028,0.727843,0.850307,0.641415,0.633533,0.481681,0.586697,0.782808,0.735096,1.057108,0.86052,0.964338,1.085575,0.974937,0.900681,1.104336,1.104132,1.064449,1.040828,0.91923,0.843991,0.981369,0.948996,0.999361,1.022092,0.884297,1.010369,1.022401,0.940325,0.918563,1.05448
171,0.879235,1.056159,1.059091,1.145253,1.132547,1.380988,1.628351,1.051325,1.163464,1.069283,1.058473,0.870407,0.6369,0.469463,0.488497,0.451448,0.604772,0.42863,0.496117,0.659831,0.584039,0.503753,1.042447,0.786637,0.679839,0.730711,0.842266,0.639489,0.62352,0.486449,0.587353,0.781654,0.739102,1.056758,0.855619,0.965742,1.053358,0.97476,0.914599,1.105087,1.092868,1.078228,1.014705,0.914868,0.90485,0.972244,0.970556,0.997714,1.041468,0.887879,1.024268,1.015255,0.959522,0.928373,1.067414
172,0.877685,1.046667,1.049204,1.129064,1.138197,1.427874,1.611659,1.096897,1.15454,1.05835,1.0554,0.866548,0.636951,0.470208,0.487942,0.45364,0.608176,0.43154,0.495044,0.662502,0.57977,0.50801,1.034239,0.786897,0.688925,0.734238,0.841511,0.640141,0.616467,0.477945,0.580263,0.779686,0.745156,1.0699,0.857669,0.96958,1.056955,0.967172,0.90026,1.090306,1.085735,1.066425,1.028988,0.91147,0.880258,0.954606,0.964365,0.984233,1.030756,0.900382,1.038101,1.010676,0.935047,0.935228,1.041779
173,0.880129,1.023458,1.047659,1.17128,1.169044,1.418927,1.5685,1.049696,1.173487,1.052233,1.081724,0.854199,0.63482,0.468277,0.488388,0.452903,0.607076,0.426672,0.491982,0.656593,0.582073,0.502682,1.04806,0.786129,0.687865,0.735366,0.845426,0.642847,0.623374,0.477813,0.5845,0.780065,0.754624,1.096858,0.86571,0.969705,1.015938,0.981841,0.896322,1.08547,1.061584,1.058053,1.045968,0.917927,0.885751,0.96709,0.962242,0.984502,1.048851,0.898966,1.009944,1.015226,0.927896,0.932392,1.049642
174,0.883199,1.023557,1.031289,1.16417,1.143528,1.455978,1.528672,1.084829,1.147781,1.071951,1.070351,0.860566,0.635928,0.469878,0.486157,0.449243,0.600798,0.429688,0.48863,0.65007,0.583214,0.503363,1.049314,0.780681,0.693915,0.73278,0.847088,0.640014,0.624068,0.476753,0.576243,0.777643,0.74766,1.09028,0.85123,0.975508,1.02181,0.979767,0.917352,1.099041,1.058239,1.060277,1.022415,0.914528,0.848369,0.951941,0.973868,0.991225,1.06632,0.907545,1.011486,1.021584,0.940155,0.926305,1.069833
175,0.887988,1.011369,1.023508,1.145432,1.168952,1.448142,1.482053,1.075206,1.155539,1.06104,1.060216,0.854781,0.630336,0.464126,0.493057,0.456126,0.598756,0.427757,0.48377,0.64837,0.590151,0.498233,1.052865,0.775884,0.687886,0.725445,0.843575,0.641192,0.619866,0.479985,0.580502,0.768071,0.75517,1.069199,0.862186,0.961592,1.03506,0.978553,0.907582,1.077423,1.088687,1.048337,1.051909,0.936279,0.89382,0.956034,1.007955,0.98978,1.073247,0.897658,1.012536,1.026601,0.911935,0.938774,1.075323
176,0.894496,1.003068,1.025626,1.138724,1.144986,1.419948,1.466009,1.027037,1.137092,1.073274,1.08975,0.851444,0.635259,0.468938,0.494199,0.451751,0.591434,0.428313,0.482649,0.653281,0.59229,0.490535,1.053813,0.766277,0.682977,0.721002,0.836878,0.641669,0.633899,0.482926,0.574796,0.772819,0.753061,1.064632,0.869426,0.97089,1.027596,0.992489,0.900356,1.079946,1.064437,1.061896,1.057175,0.925064,0.898498,0.951696,1.011122,0.985746,1.073603,0.924466,1.017184,1.026806,0.92032,0.935288,1.08956
177,0.895241,1.007425,1.022642,1.155136,1.153005,1.303623,1.433403,1.076937,1.115647,1.080193,1.098005,0.854946,0.631563,0.46338,0.495288,0.459005,0.589391,0.434517,0.476053,0.652357,0.590823,0.491188,1.04766,0.759452,0.679473,0.731205,0.843256,0.639361,0.618769,0.476117,0.571548,0.783167,0.749753,1.074648,0.845944,0.971233,1.069907,0.994183,0.919474,1.074255,1.070389,1.0426,1.054774,0.947267,0.896137,0.960821,1.004463,0.990721,1.062166,0.903963,0.99848,1.008196,0.941772,0.923231,1.100633
178,0.895211,1.026219,1.028481,1.198962,1.18048,1.196333,1.409012,1.138547,1.104858,1.05989,1.089016,0.861635,0.637315,0.46083,0.500435,0.462715,0.588272,0.430958,0.480273,0.648539,0.590874,0.491082,1.058418,0.751989,0.671569,0.730711,0.83854,0.635383,0.618002,0.47262,0.57515,0.774598,0.750831,1.077606,0.864845,0.9605,1.055477,0.98867,0.895805,1.057202,1.05273,1.031209,1.048917,0.931634,0.89309,0.960821,0.995249,0.983359,1.075296,0.922664,0.995777,1.0056,0.90372,0.947048,1.080255
179,0.903934,1.035496,1.03673,1.291758,1.307696,1.109199,1.403736,1.185875,1.092338,1.046246,1.096125,0.867713,0.631241,0.462863,0.494482,0.46488,0.588785,0.430852,0.476319,0.650812,0.589927,0.491223,1.057721,0.749714,0.666069,0.728031,0.824605,0.636847,0.624689,0.479005,0.578274,0.775335,0.753638,1.076957,0.849436,0.966772,1.038999,0.965023,0.901006,1.062643,1.081112,1.007027,1.048412,0.935712,0.874249,0.968328,0.99676,0.987964,1.099266,0.931972,1.021676,0.9951,0.92713,0.939602,1.037034
180,0.90608,1.021994,1.055499,1.315013,1.318084,1.0868,1.395477,1.249115,1.101695,1.043839,1.103141,0.865623,0.633001,0.458653,0.49753,0.46775,0.591471,0.429622,0.475776,0.643311,0.587003,0.489428,1.0584,0.743932,0.662138,0.72072,0.839507,0.63212,0.630536,0.475958,0.578295,0.767522,0.75473,1.072339,0.846873,0.955633,1.02926,0.992438,0.911731,1.040213,1.050566,1.000302,1.048074,0.919739,0.862747,0.958019,0.997984,0.981812,1.088625,0.938149,1.002726,0.991687,0.902613,0.917322,1.084256
181,0.899006,1.011898,1.072583,1.283395,1.287921,1.018448,1.362481,1.265485,1.106323,1.057179,1.086586,0.846756,0.631089,0.458509,0.492023,0.471509,0.59274,0.427982,0.476897,0.645483,0.586657,0.487066,1.045476,0.748612,0.666456,0.728525,0.842525,0.64116,0.614567,0.471905,0.570204,0.776678,0.755519,1.071794,0.857701,0.965274,1.024952,0.98867,0.879861,1.061872,1.069306,0.987621,1.039353,0.913679,0.880129,0.968831,0.983515,0.995327,1.062052,0.943768,1.00838,0.999825,0.932408,0.937474,1.056202
182,0.899136,1.000579,1.083863,1.238361,1.241536,1.004884,1.356167,1.218743,1.098099,1.058914,1.089016,0.847853,0.626065,0.455628,0.492219,0.474477,0.592842,0.430429,0.481045,0.644849,0.581574,0.489201,1.038948,0.748888,0.667678,0.730382,0.839649,0.634778,0.613543,0.472726,0.569205,0.758366,0.756126,1.054085,0.85139,0.959096,1.032558,0.990718,0.915975,1.054138,1.060797,0.99215,1.032527,0.923818,0.871631,0.945114,0.977935,0.99368,1.066917,0.911705,1.011955,0.992416,0.959905,0.916376,1.062576
183,0.896801,1.007805,1.097109,1.21457,1.201895,0.954202,1.361529,1.26961,1.147747,1.046116,1.099564,0.847846,0.624618,0.451104,0.486255,0.471933,0.589503,0.431845,0.476403,0.646555,0.577417,0.484753,1.037077,0.750163,0.664643,0.724058,0.846039,0.633346,0.61146,0.467772,0.571797,0.753032,0.753122,1.058885,0.844439,0.960594,1.004535,0.980653,0.92628,1.063727,1.062076,0.978947,1.046853,0.918663,0.84824,0.960386,0.969657,0.985241,1.081498,0.948164,1.012983,0.985212,0.931216,0.922581,1.051875
184,0.891605,1.012436,1.101274,1.198515,1.241491,0.92319,1.370524,1.323277,1.201925,1.042819,1.096216,0.846318,0.624864,0.449605,0.490129,0.474201,0.593309,0.433353,0.471761,0.642528,0.57594,0.486512,1.026354,0.743526,0.661527,0.720908,0.845897,0.632884,0.625457,0.466713,0.572245,0.75061,0.755003,1.033951,0.844695,0.95242,1.028008,0.978604,0.910029,1.038566,1.077324,0.971207,1.05094,0.934579,0.876996,0.962752,0.964257,0.986216,1.085083,0.897165,1.004849,0.984628,0.894101,0.912771,1.073462
185,0.881441,1.026616,1.086636,1.191092,1.222491,0.904697,1.384406,1.314799,1.252339,1.025835,1.093694,0.843645,0.622131,0.447131,0.485286,0.468647,0.591648,0.432929,0.467143,0.64383,0.57375,0.486314,1.027538,0.746555,0.665927,0.720767,0.84855,0.634714,0.629111,0.469123,0.574099,0.74467,0.760739,1.066293,0.842645,0.953761,1.055875,0.97954,0.89527,1.046237,1.070733,0.970767,1.024185,0.919173,0.863348,0.935295,0.983766,0.984098,1.064641,0.936369,1.001296,0.9986,0.914191,0.914071,1.061319
