frame,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO1_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW,NIT2MO2_RGW
179,0.808822994,1.052686776,0.793256724,0.98708051,0.946664902,1.070733718,1.146432409,0.956991514,0.92895854,0.936314944,1.000074968,1.003359086,0.925065482,0.96057837,0.92713685,0.92121933,1.05436603,0.84505545,1.00406486,0.88420837,0.98985308,0.67725257,0.99084271,1.04471269,0.77844768
180,0.810935849,1.064422693,0.774693774,0.989916496,0.924210341,1.094558945,1.11104089,0.939756496,0.924668052,0.973111944,1.032161331,1.014981525,0.928823596,0.96719411,0.94709354,0.90673787,1.01982761,0.87934942,0.98884423,0.89649758,1.00174472,0.68803464,0.9839821,1.01358561,0.76816911
181,0.829550836,1.072363164,0.796085364,0.986030145,0.950547027,1.088004946,1.116223219,0.956464449,0.925119682,0.953294055,1.027288402,1.010547531,0.967144972,0.94987041,0.93575644,0.91886097,0.99826394,0.87676233,0.9866763,0.88495938,0.98806244,0.6750247,0.98230375,1.00854469,0.81807286
182,0.811117992,1.058080304,0.783053416,0.988971167,0.941724016,1.186974444,0.92131707,0.938965899,0.923267997,0.983556508,1.024702002,0.975008398,0.914018904,0.97149093,0.9851811,0.92952229,0.99735023,0.87882799,0.99047017,0.89888714,0.99348026,0.68448265,0.97320535,1.02873096,0.81197109
183,0.820589414,1.036705953,0.781916909,0.980673284,0.941988707,1.270898599,0.966820451,0.935908923,0.922455063,0.964542046,1.019866557,0.991803829,0.934688532,0.9786523,0.93728504,0.94739509,1.00864983,0.88017167,0.98807642,0.89328873,0.97640037,0.72094832,0.99985278,0.99737782,0.81411397
184,0.854941532,1.048991211,0.765727996,0.980620766,0.930739368,1.184666117,0.935473678,0.955463026,0.914777346,0.97814676,1.0195292,0.969566678,0.923357249,0.97817487,0.92832576,0.94571891,1.03533031,0.84722139,1.07393523,0.88352564,1.01808999,0.74247042,1.03121135,1.00454361,0.80307268
185,0.812939419,1.087145425,0.786766006,0.983299196,0.932724546,1.142250618,1.07425899,0.931059927,0.923042182,0.976057847,1.009745858,0.977494122,0.928823596,1.0213477,0.92225383,0.937299,1.02183779,0.86833925,1.12799783,0.88632484,0.99274564,0.76033544,0.99679053,0.98892355,0.82341191
186,0.830607264,1.093038354,0.79575704,0.978204926,0.930959944,1.066611707,1.149149972,0.959416012,0.925300334,0.974933048,0.981220481,0.966879409,0.923585013,1.02646297,0.92051293,0.92266163,1.0199799,0.86140024,1.14154736,0.8984775,0.99242424,0.76260535,1.00453448,0.99113884,0.79551811
187,0.838803687,1.147572913,0.819143831,0.975263904,0.917151932,0.980708986,0.96473488,0.94044168,0.922680878,0.965024103,1.027513307,1.021498153,0.911627377,0.9942027,0.94764554,0.92443526,1.04580757,0.87577964,1.12736552,0.88004369,1.02208448,0.7494693,1.00094223,0.97997197,0.79559075
188,0.847072966,1.155563324,0.828614724,0.980725802,0.946135521,0.93215169,0.951652658,0.973277816,0.938668594,0.962667381,1.01934178,1.033590863,0.91937137,1.03321511,0.97898178,0.90818017,0.99479183,0.8648898,1.07637415,0.91424865,0.96905418,0.74408878,0.99428773,0.97366517,0.79359314
189,0.875159375,1.131392329,0.818487183,0.983404233,0.949003,0.941343776,0.942931176,0.939018605,0.915364466,0.955811462,1.019116875,0.988780652,0.907015146,1.01800573,0.93847395,0.92334379,1.00892395,0.89218459,1.07912922,0.8674814,1.0077135,0.7498266,0.98551322,0.96455536,0.81255221
190,0.84197297,1.103475829,0.821341078,0.968384013,0.943400388,0.971970322,0.973393162,0.959626838,0.915319303,0.948634172,1.008583852,1.016929795,0.920624075,1.01800573,0.93987516,0.91398834,1.01413212,0.90395684,1.06020505,0.92476275,1.00486685,0.76748145,1.02361463,1.01690854,0.84022809
191,0.833120833,1.104624451,0.808763733,0.980830839,0.937488971,0.993322341,0.96473488,0.931534286,0.901951043,0.975790037,1.023539996,0.995969096,0.923585013,1.0212795,0.9501932,0.91412478,1.02244693,0.93071015,1.02596992,0.88297945,1.02488522,0.74957439,0.98489488,0.95492563,0.87182654
192,0.835488689,1.104524571,0.788230837,0.97867759,0.955620258,1.074113768,0.98894015,0.96647868,0.902899467,0.953026245,1.00967089,1.031239503,0.920737957,1.03164643,0.90246699,0.90108562,1.03167545,0.9274813,1.06318594,0.89615621,0.96460055,0.75590071,1.00871562,0.97902256,0.86757709
193,0.862955812,1.098931282,0.781032959,0.986450291,0.952796894,1.084006595,0.947860709,0.963896063,0.906331858,0.965881093,1.019116875,1.033725227,0.923015602,1.02312099,0.89622521,0.87857407,1.02668047,0.92714036,1.05261732,0.9018229,0.98636364,0.75754009,0.99714387,0.99990958,0.86318236
194,0.833120833,1.152367159,0.780351054,0.973110656,0.954870302,1.088334707,0.967578841,0.939598377,0.900686478,0.971772898,1.044043781,1.022841787,0.930588771,1.03369254,0.93928071,0.85910305,1.02262967,0.96167499,1.03861614,0.88707585,1.00188246,0.75016289,1.01704847,0.98517112,0.84451386
195,0.84947725,1.167449061,0.7770173,0.976839452,0.94935592,1.083429514,0.942804778,0.960312022,0.905112456,0.976861275,1.032686108,1.047228754,0.933265004,1.03266949,0.90119316,0.84592746,1.05795998,0.95393378,1.01680141,0.88202362,0.97736455,0.73727905,0.99025381,0.97933903,0.83750409
196,0.843393683,1.160307631,0.77189039,0.971114962,0.952973355,1.055976917,0.956708589,0.960101196,0.913106314,0.96148902,1.067508809,1.025529056,0.920624075,1.09507571,0.93562906,0.8524178,1.04370603,1.00114313,1.05875977,0.90346146,1.04715335,0.71996049,1.00103056,0.96041864,0.86082156
197,0.847582966,1.126148622,0.818057836,0.964235072,0.95747309,1.081244847,0.941983189,0.943340537,0.91929365,0.970594537,1.044718495,1.009069533,0.907926204,1.02837266,0.92098,0.84074298,1.05942192,0.97322664,1.00221309,0.89499556,1.02534435,0.7042813,1.00603616,0.96869207,0.85174155
198,0.81042585,1.107820615,0.831367597,0.966755948,0.96210517,1.07493817,0.935347279,0.948663891,0.913061151,0.954365292,1.036471999,1.041316762,0.920624075,1.01118538,0.93210479,0.84968913,1.0627113,1.01670577,1.00912335,0.87860995,1.0214876,0.7180689,1.01645957,0.98770288,0.90814659
199,0.821390842,1.098182181,0.844475313,0.970957408,0.96620787,1.048516076,0.933451305,0.938860486,0.94173968,0.973379754,1.035497414,1.021296607,0.927741715,1.02264357,0.95753896,0.84966964,1.08902628,1.02183984,1.09638228,0.88134089,1.02979798,0.71191072,1.00906896,0.96374158,0.91697236
200,0.828822265,1.118507791,0.891652986,0.970799853,0.951164637,1.066075845,0.931997725,0.94808412,0.95452082,0.960846277,1.050678462,1.040779308,0.887541282,1.0368299,0.92416458,0.84380299,1.07431548,0.99386319,1.08418771,0.91793541,1.03099174,0.69276361,1.03969142,0.98476423,0.90767443
